,date_time,user_name,text,year_month,year_month_day,hour,weekday,user_class
17,2023-07-21 11:58:38,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,11,Friday,Bot
18,2023-07-21 11:58:41,꾸준한투자자-워프수강생,"""사진""",2023-07,2023-07-21,11,Friday,수강생
19,2023-07-21 11:59:47,홍티-노비스,"""홍티-노비스님이 들어왔습니다.""",2023-07,2023-07-21,11,Friday,노비스
20,2023-07-21 11:59:47,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,11,Friday,Bot
21,2023-07-21 11:59:47,박시-노비스,"""이 방엔 아직 로알봇 없는건가요?""",2023-07,2023-07-21,11,Friday,노비스
22,2023-07-21 12:00:06,주하담 - SEO 수강생,"""주하담 - SEO 수강생님이 나갔습니다.""",2023-07,2023-07-21,12,Friday,수강생
23,2023-07-21 12:00:41,ACTGETIT-노비스,"""ACTGETIT-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
24,2023-07-21 12:00:41,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
25,2023-07-21 12:00:52,이엘 - 노비스,"""이엘 - 노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
26,2023-07-21 12:01:18,스카이워커_워프수강생,"""스카이워커_워프수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
27,2023-07-21 12:01:18,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
28,2023-07-21 12:01:20,초롱튜브,"""초롱튜브님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,Not defined
29,2023-07-21 12:02:52,에코-노비스,"""에코-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
30,2023-07-21 12:02:52,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
31,2023-07-21 12:03:13,Da7588-노비스,"""Da7588-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
32,2023-07-21 12:03:13,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
33,2023-07-21 12:03:26,아이스조다-노비스,"""아이스조다-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
34,2023-07-21 12:03:34,에코-노비스,"""안녕하세요~""",2023-07,2023-07-21,12,Friday,노비스
35,2023-07-21 12:03:58,아이스조다-노비스,"""안녕하세요~""",2023-07,2023-07-21,12,Friday,노비스
36,2023-07-21 12:04:22,에코-노비스,"""로마드 회원님들 모두 맛점하세요~""",2023-07,2023-07-21,12,Friday,노비스
37,2023-07-21 12:06:29,프로미스 - 노비스,"""프로미스 - 노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
38,2023-07-21 12:06:29,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
39,2023-07-21 12:06:58,장군-노비스,"""장군-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
40,2023-07-21 12:06:58,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
41,2023-07-21 12:07:23,지로 - 워프 수강생,"""지로 - 워프 수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
42,2023-07-21 12:07:23,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
43,2023-07-21 12:08:58,선풍기 바람 쐬는 어피치,"""선풍기 바람 쐬는 어피치님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,Not defined
44,2023-07-21 12:08:58,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
45,2023-07-21 12:09:31,아푸 - 노비스,"""아푸 - 노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
46,2023-07-21 12:09:31,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
47,2023-07-21 12:10:01,올이지 - 운영진,"""톡방 좋아요 1번씩 부탁드립니다 ^^""",2023-07,2023-07-21,12,Friday,운영진
48,2023-07-21 12:11:05,이공팔공골퍼 @2080_golfer,"""이공팔공골퍼 @2080_golfer님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,Not defined
49,2023-07-21 12:11:05,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
50,2023-07-21 12:11:23,월 순수익 2억 - SEO 수강생,"""사진""",2023-07,2023-07-21,12,Friday,수강생
51,2023-07-21 12:11:34,월 순수익 2억 - SEO 수강생,"""톡방에 좋아요 한번씩 눌러주세요~!""",2023-07,2023-07-21,12,Friday,수강생
52,2023-07-21 12:11:54,kkp-노비스,"""kkp-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
53,2023-07-21 12:11:54,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
54,2023-07-21 12:12:22,우르스오너가될거얏-노비스,"""우르스오너가될거얏-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
55,2023-07-21 12:12:22,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
56,2023-07-21 12:14:28,아라블로그-노비스,"""아라블로그-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
57,2023-07-21 12:14:28,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
58,2023-07-21 12:16:02,네자매맘(노비스),"""네자매맘(노비스)님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
59,2023-07-21 12:16:02,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
60,2023-07-21 12:16:11,네자매맘(노비스),"""네자매맘(노비스)님이 나갔습니다.""",2023-07,2023-07-21,12,Friday,노비스
61,2023-07-21 12:16:30,네자매맘(노비스),"""네자매맘(노비스)님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
62,2023-07-21 12:16:30,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
63,2023-07-21 12:16:59,님즈 -노비스,"""님즈 -노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
64,2023-07-21 12:16:59,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
65,2023-07-21 12:17:25,joee -노비스,"""joee -노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
66,2023-07-21 12:17:25,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
67,2023-07-21 12:17:40,에디루-노비스,"""에디루-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
68,2023-07-21 12:19:08,벼리-노비스,"""벼리-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
69,2023-07-21 12:19:08,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
70,2023-07-21 12:19:20,알비오 - SEO 수강생,"""알비오 - SEO 수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
71,2023-07-21 12:19:53,세렝,"""세렝님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,Not defined
72,2023-07-21 12:19:53,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
73,2023-07-21 12:20:05,세렝,"""반갑습니다""",2023-07,2023-07-21,12,Friday,Not defined
74,2023-07-21 12:20:42,재필각 - 워프 수강생,"""재필각 - 워프 수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
75,2023-07-21 12:20:42,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
76,2023-07-21 12:24:12,Ethan seo수강생,"""Ethan seo수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
77,2023-07-21 12:24:12,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
78,2023-07-21 12:24:30,초롱초롱 무지 - seo수강생,"""초롱초롱 무지 - seo수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
79,2023-07-21 12:25:37,보기맘-노비스,"""보기맘-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
80,2023-07-21 12:25:37,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
81,2023-07-21 12:26:34,리얼플라이-노비스,"""리얼플라이-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
82,2023-07-21 12:26:34,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
83,2023-07-21 12:27:00,별별 - 노비스,"""별별 - 노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
84,2023-07-21 12:27:00,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
85,2023-07-21 12:27:10,마드라스 - 노비스,"""마드라스 - 노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
86,2023-07-21 12:29:22,⛤ 워프수강생,"""⛤ 워프수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
87,2023-07-21 12:29:22,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
88,2023-07-21 12:30:01,enigmaaa-워프수강생,"""enigmaaa-워프수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
89,2023-07-21 12:30:01,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
90,2023-07-21 12:31:10,치성 - 노비스,"""치성 - 노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
91,2023-07-21 12:31:10,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
92,2023-07-21 12:31:48,제니팍-노비스,"""제니팍-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
93,2023-07-21 12:31:48,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
94,2023-07-21 12:33:00,한요한-노비스,"""한요한-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
95,2023-07-21 12:33:00,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
96,2023-07-21 12:35:07,5후난-노비스,"""5후난-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
97,2023-07-21 12:35:07,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
98,2023-07-21 12:35:59,혁2 - 노비스,"""혁2 - 노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
99,2023-07-21 12:35:59,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
100,2023-07-21 12:36:31,윤쓰,"""윤쓰님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,Not defined
101,2023-07-21 12:36:31,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
102,2023-07-21 12:36:57,곰곰곰 - 워프 수강생,"""곰곰곰 - 워프 수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
103,2023-07-21 12:36:57,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
104,2023-07-21 12:37:43,반도 - 워프수강생,"""반도 - 워프수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
105,2023-07-21 12:37:44,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
106,2023-07-21 12:37:47,miamigo - 노비스,"""miamigo - 노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
107,2023-07-21 12:37:51,애둘센스-노비스,"""애둘센스-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
108,2023-07-21 12:37:59,개미 - seo수강생,"""개미 - seo수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
109,2023-07-21 12:38:23,윤쓰,"""사진""",2023-07,2023-07-21,12,Friday,Not defined
110,2023-07-21 12:38:24,윤쓰,"""뭣좀 여쭤보겠습니다. 구글 키워드플래너에 나오는 이 경쟁이라는 항목이 광고경쟁을 이야기하는건가요 검색량대비 문서수를 뜻하는건가요""",2023-07,2023-07-21,12,Friday,Not defined
111,2023-07-21 12:40:01,Noah - 노비스,"""Noah - 노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
112,2023-07-21 12:40:01,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
113,2023-07-21 12:40:17,꾸준한투자자-워프수강생,"""구글에서 검색되는 전체 키워드 대비 입찰하는 광고주 수가 얼마나 많은지에 따라 낮음/중간/높음으로 경쟁수준 판단합니다""",2023-07,2023-07-21,12,Friday,수강생
114,2023-07-21 12:40:57,라이프프리덤 - 노비스,"""라이프프리덤 - 노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
115,2023-07-21 12:40:57,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
116,2023-07-21 12:42:19,윤쓰,"""그럼 키워드 선택하기 위한 결정적인 요인은 아닌건가요?""",2023-07,2023-07-21,12,Friday,Not defined
117,2023-07-21 12:48:07,클리크72-노비스,"""클리크72-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
118,2023-07-21 12:48:07,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
119,2023-07-21 12:48:38,로알남만나고~ 로알남머릿결을-노비스,"""로알남만나고~ 로알남머릿결을-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
120,2023-07-21 12:48:38,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
121,2023-07-21 12:49:55,35m - 노비스,"""35m - 노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
122,2023-07-21 12:49:55,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
123,2023-07-21 12:50:17,쿠로미-워프수강생,"""쿠로미-워프수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
124,2023-07-21 12:50:17,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
125,2023-07-21 12:51:35,진하 -노비스,"""진하 -노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
126,2023-07-21 12:51:35,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
127,2023-07-21 12:51:39,배재한 -노비스,"""배재한 -노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
128,2023-07-21 12:53:27,기뻐하는 라이언,"""기뻐하는 라이언님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,Not defined
129,2023-07-21 12:53:27,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
130,2023-07-21 12:54:31,쀼뀨팡-노비스,"""쀼뀨팡-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
131,2023-07-21 12:54:32,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
132,2023-07-21 12:57:00,Cozy-노비스,"""사진""",2023-07,2023-07-21,12,Friday,노비스
133,2023-07-21 12:57:09,Cozy-노비스,"""눌렀습니다~~다른분들도 참고하세요""",2023-07,2023-07-21,12,Friday,노비스
134,2023-07-21 12:58:17,인생피자-노비스,"""인생피자-노비스님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,노비스
135,2023-07-21 12:58:17,오픈채팅봇,"""안녕하세요, 로마드 유료 단톡방에 오신 것을 진심으로 환영합니다.공지사항 확인 후 닉네임 변경 필히 부탁드립니다!
3일 이내로 변경 안하실 경우 강퇴 처리 됩니다.""
",2023-07,2023-07-21,12,Friday,Bot
136,2023-07-21 12:59:03,보티첼리-SEO수강생,"""보티첼리-SEO수강생님이 들어왔습니다.""",2023-07,2023-07-21,12,Friday,수강생
